municipality,year,33,11,6,3,24,15,12,25,4,target,target_increase,prev_count,prev_count_x_33
,2001,0.8865311588120994,0.1224556662917062,0.6857711555555978,0.30783901765931715,0.7911595550826532,0.9380375391358031,0.6871607955842964,6.585314976165387,67.92631574332182,,1,1.9339644254652386,1.864417063309608
,2001,0.145818915178194,0.13826967751194463,0.8000744353702659,0.36930938501522964,0.9223866450963571,0.5555640084366028,0.024530436174648923,267.5840352234645,235.23221203928708,,0,1.0355857384295504,0.1454371859159074
,2001,0.781988569201198,0.9570556108671892,0.31805728076884043,0.8505413796488778,0.7953044352913757,0.5831866459881359,0.3064891141942872,334.6810926793505,395.28022719796377,,1,2.019098470203576,1.7697953375435538
,2001,0.05411124227319256,0.5781601860744529,0.1889573831649065,0.5314975002100807,0.2502173560141417,0.39080735446772263,0.6689154316954096,462.74991021766533,251.6674035239982,,0,0.9521321274781129,0.053743641757962
,2001,0.1340351965791599,0.19040568550825893,0.4187219037160135,0.9352851947837655,0.2354954572041143,0.3854405231516747,0.16030951084884545,329.29734378445835,215.18121268432503,,1,1.028918370176408,0.1369312451457265
,2001,0.17538080057438873,0.4931109436489218,0.843021690428934,0.6680877397136779,0.8759756802820091,0.756101474137958,0.7922948567689019,495.6712346588336,69.75698507757727,,0,0.9635638428296834,0.1803839468903666
,2001,0.8530844934863374,0.30638673847151265,0.13290357509465958,0.5678595295865357,0.8496970714076401,0.030099717807171023,0.35945717595500043,246.68183051613497,374.77939440737157,,0,2.0983736953329077,1.6671532728785323
,2001,0.6009869521222644,0.5652175530379578,0.8158932811687003,0.8982382064302701,0.6664991070619046,0.5438015265434885,0.5841692233885657,384.01381596253935,176.1345894870856,,1,2.0685786722310273,1.1010556493761847
,2001,0.5588547823782996,0.8718759007928121,0.024201780348015147,0.3622602314219292,0.8119109901388658,0.991947250186205,0.9256414511177894,221.050471466822,0.689379639265187,,1,3.179628107472822,1.678314520097751
,2001,0.6138344475009664,0.0372712216400019,0.16076230532283337,0.49094763543619246,0.6232680370782681,0.5432382768902413,0.26510442763215786,428.90735620952967,3.3369289107526714,,1,0.0,0.0
,2001,0.7133871379925494,0.10392302059201058,0.12785227499367588,0.6388751805910251,0.9487340082097044,1.0059200406183892,0.3944205764228839,90.8908279572543,38.86382557780102,,1,0.9994097314554113,0.8093923065410382
,2001,0.299580540603695,0.9115666143603082,0.8062453548731029,0.2669537789253332,0.4286163730662763,0.38683087378483516,0.653998619568412,288.06484504253154,239.3140752463865,,1,0.9547250922002938,0.2883690922065396
,2001,0.47017605637450105,0.9926880724304884,1.0912985401757098,0.7790728996759438,0.6768911890921332,0.3020942385097057,0.9226177736549874,73.27513240006745,478.80662912918,,0,0.0,0.0
,2001,0.2151519832020313,0.22943330161103695,0.29310492175878294,0.10255941273084623,0.45865842640146803,0.7431129580165663,0.49065645334956653,273.0384494652926,447.65572137565425,,0,0.0,0.0
,2001,0.4753571662972448,0.4481420665496915,0.18297029347075974,0.8555547427688263,0.545096241847103,0.3848409103453425,0.04415609236333423,369.77078614993474,190.05265801207787,,1,2.0517105726681875,0.8944531199781061
,2001,0.04209958247240347,0.40961845373679606,0.04617098299721354,0.41547119386418624,0.1741826769743954,0.6961407949135684,0.629885640626578,394.4089266214632,196.34879158868023,,1,0.9943821253431011,0.0422155618247713
